"ProdottoID";"NomeProdotto";"Categoria";"Prezzo";"QuantitaDisponibile"
2554;"Prodotto 2454";"Elettronica";253.76;84
2555;"Prodotto 2455";"Elettronica";389.72;82
2556;"Prodotto 2456";"Abbigliamento";119.21;60
2557;"Prodotto 2457";"Libri";150.95;50
2558;"Prodotto 2458";"Elettronica";195.02;47
2559;"Prodotto 2459";"Libri";179.09;84
2560;"Prodotto 2460";"Elettronica";84.07;63
2561;"Prodotto 2461";"Abbigliamento";124.16;59
2562;"Prodotto 2462";"Abbigliamento";385.73;95
2563;"Prodotto 2463";"Elettronica";322.88;41
2564;"Prodotto 2464";"Elettronica";450.24;11
2565;"Prodotto 2465";"Abbigliamento";455.53;88
2566;"Prodotto 2466";"Elettronica";442.36;80
2567;"Prodotto 2467";"Elettronica";358.8;5
2568;"Prodotto 2468";"Elettronica";38.91;44
2569;"Prodotto 2469";"Libri";436.04;5
2570;"Prodotto 2470";"Abbigliamento";354.94;91
2571;"Prodotto 2471";"Elettronica";460.89;21
2572;"Prodotto 2472";"Elettronica";179.3;60
2573;"Prodotto 2473";"Elettronica";93.32;35
2574;"Prodotto 2474";"Elettronica";261.28;38
2575;"Prodotto 2475";"Libri";199.49;77
2576;"Prodotto 2476";"Elettronica";139.95;13
2577;"Prodotto 2477";"Libri";126.81;37
2578;"Prodotto 2478";"Libri";441.95;63
2579;"Prodotto 2479";"Libri";179.36;5
2580;"Prodotto 2480";"Elettronica";462.96;85
2581;"Prodotto 2481";"Elettronica";182.3;46
2582;"Prodotto 2482";"Abbigliamento";334.85;42
2583;"Prodotto 2483";"Elettronica";440.43;12
2584;"Prodotto 2484";"Libri";193.09;49
2585;"Prodotto 2485";"Elettronica";483.05;17
2586;"Prodotto 2486";"Abbigliamento";204.45;66
2587;"Prodotto 2487";"Abbigliamento";233.6;30
2588;"Prodotto 2488";"Abbigliamento";288.97;25
2589;"Prodotto 2489";"Elettronica";178.77;63
2590;"Prodotto 2490";"Abbigliamento";223.41;25
2591;"Prodotto 2491";"Abbigliamento";358.79;89
2592;"Prodotto 2492";"Libri";365.88;33
2593;"Prodotto 2493";"Abbigliamento";471.03;14
2594;"Prodotto 2494";"Libri";267.03;73
2595;"Prodotto 2495";"Elettronica";173.57;7
2596;"Prodotto 2496";"Libri";204.62;64
2597;"Prodotto 2497";"Elettronica";105.9;55
2598;"Prodotto 2498";"Abbigliamento";380.62;51
2599;"Prodotto 2499";"Abbigliamento";257.52;23
2600;"Prodotto 2500";"Abbigliamento";358.93;83
2601;"Prodotto 2501";"Abbigliamento";429.4;13
2602;"Prodotto 2502";"Abbigliamento";470.15;2
2603;"Prodotto 2503";"Abbigliamento";327.29;36
2604;"Prodotto 2504";"Abbigliamento";492.13;23
2605;"Prodotto 2505";"Elettronica";475.23;99
2606;"Prodotto 2506";"Libri";184.66;11
2607;"Prodotto 2507";"Libri";498.49;28
2608;"Prodotto 2508";"Elettronica";372.39;94
2609;"Prodotto 2509";"Elettronica";365.97;36
2610;"Prodotto 2510";"Abbigliamento";412.37;78
2611;"Prodotto 2511";"Elettronica";17.38;50
2612;"Prodotto 2512";"Libri";452.46;64
2613;"Prodotto 2513";"Abbigliamento";180.02;99
2614;"Prodotto 2514";"Libri";383.03;30
2615;"Prodotto 2515";"Elettronica";133.2;33
2616;"Prodotto 2516";"Libri";431.28;81
2617;"Prodotto 2517";"Abbigliamento";237.49;53
2618;"Prodotto 2518";"Abbigliamento";10.06;22
2619;"Prodotto 2519";"Elettronica";253.14;84
2620;"Prodotto 2520";"Abbigliamento";174.03;11
2621;"Prodotto 2521";"Abbigliamento";255.01;93
2622;"Prodotto 2522";"Elettronica";220.43;93
2623;"Prodotto 2523";"Libri";131.09;88
2624;"Prodotto 2524";"Elettronica";113.67;77
2625;"Prodotto 2525";"Libri";343.88;47
2626;"Prodotto 2526";"Abbigliamento";460.9;90
2627;"Prodotto 2527";"Elettronica";215.79;55
2628;"Prodotto 2528";"Elettronica";317.77;16
2629;"Prodotto 2529";"Elettronica";100.59;15
2630;"Prodotto 2530";"Libri";474.55;78
2631;"Prodotto 2531";"Abbigliamento";289.09;59
2632;"Prodotto 2532";"Elettronica";492.59;40
2633;"Prodotto 2533";"Libri";23.33;43
2634;"Prodotto 2534";"Elettronica";202.31;23
2635;"Prodotto 2535";"Elettronica";100.63;75
2636;"Prodotto 2536";"Elettronica";486.59;49
2637;"Prodotto 2537";"Abbigliamento";242.82;33
2638;"Prodotto 2538";"Libri";86.45;54
2639;"Prodotto 2539";"Elettronica";269.1;63
2640;"Prodotto 2540";"Abbigliamento";438.04;85
2641;"Prodotto 2541";"Abbigliamento";458.47;78
2642;"Prodotto 2542";"Abbigliamento";323.96;85
2643;"Prodotto 2543";"Abbigliamento";179.3;44
2644;"Prodotto 2544";"Abbigliamento";304.38;30
2645;"Prodotto 2545";"Abbigliamento";349.3;43
2646;"Prodotto 2546";"Abbigliamento";95.29;51
2647;"Prodotto 2547";"Elettronica";350.41;12
2648;"Prodotto 2548";"Elettronica";452.66;48
2649;"Prodotto 2549";"Elettronica";450.76;73
2650;"Prodotto 2550";"Libri";331.04;22
2651;"Prodotto 2551";"Libri";159.45;78
2652;"Prodotto 2552";"Abbigliamento";109.42;60
2653;"Prodotto 2553";"Abbigliamento";184.57;75
2654;"Prodotto 2554";"Libri";280.44;54
2655;"Prodotto 2555";"Elettronica";221.86;87
2656;"Prodotto 2556";"Elettronica";33.42;48
2657;"Prodotto 2557";"Elettronica";439.79;47
2658;"Prodotto 2558";"Elettronica";393.17;97
2659;"Prodotto 2559";"Libri";118.38;96
2660;"Prodotto 2560";"Abbigliamento";136.7;92
2661;"Prodotto 2561";"Libri";150.7;61
2662;"Prodotto 2562";"Elettronica";211.9;62
2663;"Prodotto 2563";"Libri";298.01;84
2664;"Prodotto 2564";"Libri";324.03;3
2665;"Prodotto 2565";"Abbigliamento";310.72;85
2666;"Prodotto 2566";"Abbigliamento";323.06;91
2667;"Prodotto 2567";"Libri";432.7;78
2668;"Prodotto 2568";"Elettronica";419.23;96
2669;"Prodotto 2569";"Abbigliamento";353.64;25
2670;"Prodotto 2570";"Abbigliamento";342.75;61
2671;"Prodotto 2571";"Abbigliamento";127.14;83
2672;"Prodotto 2572";"Elettronica";75.01;89
2673;"Prodotto 2573";"Abbigliamento";213.3;30
2674;"Prodotto 2574";"Abbigliamento";463.02;19
2675;"Prodotto 2575";"Libri";407.71;51
2676;"Prodotto 2576";"Libri";156.72;61
2677;"Prodotto 2577";"Abbigliamento";316.69;36
2678;"Prodotto 2578";"Elettronica";243.25;41
2679;"Prodotto 2579";"Libri";43.04;51
2680;"Prodotto 2580";"Elettronica";410.21;91
2681;"Prodotto 2581";"Elettronica";277.5;14
2682;"Prodotto 2582";"Abbigliamento";413.7;90
2683;"Prodotto 2583";"Elettronica";453.05;67
2684;"Prodotto 2584";"Libri";96.2;91
2685;"Prodotto 2585";"Elettronica";240.04;77
2686;"Prodotto 2586";"Libri";186.11;32
2687;"Prodotto 2587";"Abbigliamento";162.52;20
2688;"Prodotto 2588";"Libri";302.51;90
2689;"Prodotto 2589";"Abbigliamento";104.67;79
2690;"Prodotto 2590";"Abbigliamento";12.71;89
2691;"Prodotto 2591";"Abbigliamento";478.02;25
2692;"Prodotto 2592";"Abbigliamento";74.65;5
2693;"Prodotto 2593";"Elettronica";481.58;81
2694;"Prodotto 2594";"Libri";355.12;75
2695;"Prodotto 2595";"Libri";358.54;52
2696;"Prodotto 2596";"Libri";34.29;94
2697;"Prodotto 2597";"Libri";229.9;46
2698;"Prodotto 2598";"Abbigliamento";174.8;9
2699;"Prodotto 2599";"Abbigliamento";77.94;85
2700;"Prodotto 2600";"Abbigliamento";148.66;77
2701;"Prodotto 2601";"Elettronica";51.63;5
2702;"Prodotto 2602";"Libri";273.6;56
2703;"Prodotto 2603";"Abbigliamento";222.99;3
2704;"Prodotto 2604";"Abbigliamento";250.54;68
2705;"Prodotto 2605";"Abbigliamento";192.53;39
2706;"Prodotto 2606";"Abbigliamento";489.98;99
2707;"Prodotto 2607";"Libri";470.99;3
2708;"Prodotto 2608";"Libri";435.02;13
2709;"Prodotto 2609";"Abbigliamento";408.23;85
2710;"Prodotto 2610";"Abbigliamento";103.76;33
2711;"Prodotto 2611";"Libri";21.35;50
2712;"Prodotto 2612";"Libri";46.08;98
2713;"Prodotto 2613";"Libri";218.42;31
2714;"Prodotto 2614";"Libri";237.52;17
2715;"Prodotto 2615";"Libri";333.09;95
2716;"Prodotto 2616";"Libri";377.59;3
2717;"Prodotto 2617";"Abbigliamento";485.38;8
2718;"Prodotto 2618";"Abbigliamento";257.5;93
2719;"Prodotto 2619";"Libri";49.53;4
2720;"Prodotto 2620";"Abbigliamento";441.02;16
2721;"Prodotto 2621";"Libri";243.72;24
2722;"Prodotto 2622";"Abbigliamento";456.43;8
2723;"Prodotto 2623";"Libri";114.14;18
2724;"Prodotto 2624";"Abbigliamento";94.95;80
2725;"Prodotto 2625";"Abbigliamento";61.69;78
2726;"Prodotto 2626";"Elettronica";193.06;35
2727;"Prodotto 2627";"Elettronica";434.87;82
2728;"Prodotto 2628";"Elettronica";378.61;42
2729;"Prodotto 2629";"Libri";340.63;97
2730;"Prodotto 2630";"Abbigliamento";238.91;3
2731;"Prodotto 2631";"Elettronica";46.33;51
2732;"Prodotto 2632";"Abbigliamento";399.54;57
2733;"Prodotto 2633";"Abbigliamento";437.44;45
2734;"Prodotto 2634";"Libri";290.6;95
2735;"Prodotto 2635";"Libri";336.95;96
2736;"Prodotto 2636";"Abbigliamento";199.17;17
2737;"Prodotto 2637";"Libri";89.25;66
2738;"Prodotto 2638";"Libri";240.84;11
2739;"Prodotto 2639";"Abbigliamento";77.38;75
2740;"Prodotto 2640";"Libri";118.38;56
2741;"Prodotto 2641";"Abbigliamento";213.73;73
2742;"Prodotto 2642";"Libri";18.77;78
2743;"Prodotto 2643";"Libri";35.95;42
2744;"Prodotto 2644";"Libri";423.25;88
2745;"Prodotto 2645";"Abbigliamento";426.76;51
2746;"Prodotto 2646";"Libri";190.98;85
2747;"Prodotto 2647";"Elettronica";188.39;81
2748;"Prodotto 2648";"Elettronica";108.23;41
2749;"Prodotto 2649";"Abbigliamento";307.29;4
2750;"Prodotto 2650";"Elettronica";77.28;55
2751;"Prodotto 2651";"Libri";260.47;68
2752;"Prodotto 2652";"Abbigliamento";349.62;79
2753;"Prodotto 2653";"Elettronica";328.68;1
2754;"Prodotto 2654";"Abbigliamento";54.17;99
2755;"Prodotto 2655";"Abbigliamento";223.92;76
2756;"Prodotto 2656";"Abbigliamento";139.09;52
2757;"Prodotto 2657";"Libri";132.06;31
2758;"Prodotto 2658";"Abbigliamento";420.14;9
2759;"Prodotto 2659";"Libri";344.39;74
2760;"Prodotto 2660";"Libri";224.7;28
2761;"Prodotto 2661";"Elettronica";55.63;37
2762;"Prodotto 2662";"Libri";473.72;6
2763;"Prodotto 2663";"Elettronica";162.44;22
2764;"Prodotto 2664";"Abbigliamento";91.97;33
2765;"Prodotto 2665";"Abbigliamento";65.53;13
2766;"Prodotto 2666";"Abbigliamento";144.75;11
2767;"Prodotto 2667";"Libri";429.48;42
2768;"Prodotto 2668";"Libri";123.47;80
2769;"Prodotto 2669";"Libri";472.45;16
2770;"Prodotto 2670";"Libri";292.59;91
2771;"Prodotto 2671";"Libri";316.72;60
2772;"Prodotto 2672";"Elettronica";94.77;85
2773;"Prodotto 2673";"Abbigliamento";300.51;37
2774;"Prodotto 2674";"Abbigliamento";169.06;64
2775;"Prodotto 2675";"Elettronica";498.25;30
2776;"Prodotto 2676";"Libri";170.76;10
2777;"Prodotto 2677";"Libri";179.75;44
2778;"Prodotto 2678";"Elettronica";107.06;68
2779;"Prodotto 2679";"Elettronica";26.36;91
2780;"Prodotto 2680";"Libri";397.7;65
2781;"Prodotto 2681";"Abbigliamento";249.35;48
2782;"Prodotto 2682";"Libri";471.42;16
2783;"Prodotto 2683";"Abbigliamento";199.15;10
2784;"Prodotto 2684";"Libri";106.26;38
2785;"Prodotto 2685";"Elettronica";19.67;6
2786;"Prodotto 2686";"Abbigliamento";150.01;35
2787;"Prodotto 2687";"Abbigliamento";192.6;100
2788;"Prodotto 2688";"Abbigliamento";470.77;50
2789;"Prodotto 2689";"Elettronica";116.3;78
2790;"Prodotto 2690";"Libri";87.6;31
2791;"Prodotto 2691";"Libri";374.59;44
2792;"Prodotto 2692";"Abbigliamento";208.64;61
2793;"Prodotto 2693";"Abbigliamento";341.66;39
2794;"Prodotto 2694";"Abbigliamento";26.19;37
2795;"Prodotto 2695";"Abbigliamento";124.1;65
2796;"Prodotto 2696";"Abbigliamento";374.67;15
2797;"Prodotto 2697";"Elettronica";331.22;42
2798;"Prodotto 2698";"Abbigliamento";134.04;88
2799;"Prodotto 2699";"Elettronica";152.06;57
2800;"Prodotto 2700";"Elettronica";462.74;78
2801;"Prodotto 2701";"Abbigliamento";131.5;85
2802;"Prodotto 2702";"Libri";345.5;67
2803;"Prodotto 2703";"Elettronica";337.75;2
2804;"Prodotto 2704";"Elettronica";205.04;39
2805;"Prodotto 2705";"Elettronica";88.65;28
2806;"Prodotto 2706";"Abbigliamento";79.17;27
2807;"Prodotto 2707";"Abbigliamento";139.26;64
2808;"Prodotto 2708";"Abbigliamento";75.28;40
2809;"Prodotto 2709";"Libri";12.0;82
2810;"Prodotto 2710";"Elettronica";449.43;13
2811;"Prodotto 2711";"Abbigliamento";215.51;36
2812;"Prodotto 2712";"Abbigliamento";70.51;78
2813;"Prodotto 2713";"Abbigliamento";222.65;69
2814;"Prodotto 2714";"Elettronica";204.92;99
2815;"Prodotto 2715";"Libri";278.25;6
2816;"Prodotto 2716";"Abbigliamento";413.29;38
2817;"Prodotto 2717";"Abbigliamento";189.3;77
2818;"Prodotto 2718";"Abbigliamento";65.04;57
2819;"Prodotto 2719";"Libri";288.39;34
2820;"Prodotto 2720";"Libri";62.21;43
2821;"Prodotto 2721";"Elettronica";258.54;36
2822;"Prodotto 2722";"Abbigliamento";451.2;16
2823;"Prodotto 2723";"Abbigliamento";214.82;25
2824;"Prodotto 2724";"Abbigliamento";252.56;15
2825;"Prodotto 2725";"Abbigliamento";190.98;46
2826;"Prodotto 2726";"Libri";256.25;20
2827;"Prodotto 2727";"Libri";461.13;27
2828;"Prodotto 2728";"Elettronica";334.61;72
2829;"Prodotto 2729";"Libri";418.71;23
2830;"Prodotto 2730";"Abbigliamento";473.66;37
2831;"Prodotto 2731";"Libri";480.77;19
2832;"Prodotto 2732";"Elettronica";62.94;94
2833;"Prodotto 2733";"Abbigliamento";192.2;72
2834;"Prodotto 2734";"Libri";262.45;64
2835;"Prodotto 2735";"Abbigliamento";371.06;55
2836;"Prodotto 2736";"Abbigliamento";304.64;59
2837;"Prodotto 2737";"Elettronica";168.54;95
2838;"Prodotto 2738";"Libri";469.61;70
2839;"Prodotto 2739";"Elettronica";408.01;28
2840;"Prodotto 2740";"Abbigliamento";487.86;31
2841;"Prodotto 2741";"Libri";48.14;36
2842;"Prodotto 2742";"Libri";109.3;87
2843;"Prodotto 2743";"Libri";92.35;97
2844;"Prodotto 2744";"Abbigliamento";146.62;60
2845;"Prodotto 2745";"Libri";399.48;17
2846;"Prodotto 2746";"Abbigliamento";466.26;94
2847;"Prodotto 2747";"Elettronica";400.43;1
2848;"Prodotto 2748";"Elettronica";414.85;48
2849;"Prodotto 2749";"Libri";421.74;40
2850;"Prodotto 2750";"Libri";492.64;41
2851;"Prodotto 2751";"Libri";174.28;23
2852;"Prodotto 2752";"Elettronica";364.68;69
2853;"Prodotto 2753";"Abbigliamento";32.47;15
2854;"Prodotto 2754";"Libri";445.26;54
2855;"Prodotto 2755";"Elettronica";44.06;84
2856;"Prodotto 2756";"Abbigliamento";484.08;44
2857;"Prodotto 2757";"Elettronica";209.86;61
2858;"Prodotto 2758";"Abbigliamento";128.48;11
2859;"Prodotto 2759";"Abbigliamento";269.37;28
2860;"Prodotto 2760";"Abbigliamento";435.25;36
2861;"Prodotto 2761";"Libri";476.24;25
2862;"Prodotto 2762";"Libri";393.26;92
2863;"Prodotto 2763";"Abbigliamento";422.99;85
2864;"Prodotto 2764";"Abbigliamento";485.83;50
2865;"Prodotto 2765";"Elettronica";495.59;59
2866;"Prodotto 2766";"Libri";221.04;56
2867;"Prodotto 2767";"Libri";236.12;55
2868;"Prodotto 2768";"Libri";341.92;55
2869;"Prodotto 2769";"Elettronica";326.65;45
2870;"Prodotto 2770";"Abbigliamento";33.67;70
2871;"Prodotto 2771";"Libri";492.51;5
2872;"Prodotto 2772";"Elettronica";22.35;81
2873;"Prodotto 2773";"Elettronica";105.58;56
2874;"Prodotto 2774";"Libri";490.63;16
2875;"Prodotto 2775";"Elettronica";58.14;25
2876;"Prodotto 2776";"Abbigliamento";395.65;34
2877;"Prodotto 2777";"Elettronica";198.14;91
2878;"Prodotto 2778";"Libri";202.81;35
2879;"Prodotto 2779";"Elettronica";330.05;98
2880;"Prodotto 2780";"Abbigliamento";231.69;100
2881;"Prodotto 2781";"Elettronica";102.75;41
2882;"Prodotto 2782";"Elettronica";25.69;22
2883;"Prodotto 2783";"Abbigliamento";114.09;70
2884;"Prodotto 2784";"Abbigliamento";79.91;38
2885;"Prodotto 2785";"Elettronica";355.23;72
2886;"Prodotto 2786";"Abbigliamento";155.19;58
2887;"Prodotto 2787";"Libri";318.61;18
2888;"Prodotto 2788";"Elettronica";157.93;8
2889;"Prodotto 2789";"Libri";100.68;52
2890;"Prodotto 2790";"Libri";155.5;24
2891;"Prodotto 2791";"Abbigliamento";89.04;86
2892;"Prodotto 2792";"Elettronica";172.41;66
2893;"Prodotto 2793";"Elettronica";353.1;82
2894;"Prodotto 2794";"Libri";497.27;49
2895;"Prodotto 2795";"Abbigliamento";12.83;9
2896;"Prodotto 2796";"Libri";407.24;53
2897;"Prodotto 2797";"Elettronica";29.94;36
2898;"Prodotto 2798";"Elettronica";447.32;35
2899;"Prodotto 2799";"Elettronica";437.42;7
2900;"Prodotto 2800";"Libri";358.63;78
2901;"Prodotto 2801";"Libri";254.83;21
2902;"Prodotto 2802";"Abbigliamento";166.79;78
2903;"Prodotto 2803";"Abbigliamento";365.38;23
2904;"Prodotto 2804";"Abbigliamento";300.63;14
2905;"Prodotto 2805";"Elettronica";417.92;64
2906;"Prodotto 2806";"Abbigliamento";184.43;18
2907;"Prodotto 2807";"Elettronica";191.15;3
2908;"Prodotto 2808";"Abbigliamento";379.4;78
2909;"Prodotto 2809";"Libri";490.79;12
2910;"Prodotto 2810";"Libri";166.33;66
2911;"Prodotto 2811";"Libri";321.81;42
2912;"Prodotto 2812";"Abbigliamento";37.39;94
2913;"Prodotto 2813";"Libri";349.77;31
2914;"Prodotto 2814";"Elettronica";268.36;47
2915;"Prodotto 2815";"Elettronica";488.84;33
2916;"Prodotto 2816";"Libri";439.85;19
2917;"Prodotto 2817";"Abbigliamento";286.17;68
2918;"Prodotto 2818";"Elettronica";195.08;20
2919;"Prodotto 2819";"Libri";58.59;99
2920;"Prodotto 2820";"Libri";189.16;22
2921;"Prodotto 2821";"Elettronica";200.49;54
2922;"Prodotto 2822";"Elettronica";87.7;5
2923;"Prodotto 2823";"Libri";221.64;88
2924;"Prodotto 2824";"Elettronica";244.91;74
2925;"Prodotto 2825";"Elettronica";135.33;63
2926;"Prodotto 2826";"Abbigliamento";207.59;84
2927;"Prodotto 2827";"Abbigliamento";145.63;39
2928;"Prodotto 2828";"Elettronica";127.45;38
2929;"Prodotto 2829";"Elettronica";429.59;1
2930;"Prodotto 2830";"Elettronica";450.04;50
2931;"Prodotto 2831";"Elettronica";273.52;7
2932;"Prodotto 2832";"Abbigliamento";194.13;40
2933;"Prodotto 2833";"Elettronica";21.25;18
2934;"Prodotto 2834";"Elettronica";172.91;6
2935;"Prodotto 2835";"Libri";250.65;81
2936;"Prodotto 2836";"Elettronica";51.79;82
2937;"Prodotto 2837";"Abbigliamento";68.11;37
2938;"Prodotto 2838";"Elettronica";342.55;100
2939;"Prodotto 2839";"Libri";412.63;75
2940;"Prodotto 2840";"Libri";169.22;31
2941;"Prodotto 2841";"Libri";421.69;80
2942;"Prodotto 2842";"Abbigliamento";322.39;88
2943;"Prodotto 2843";"Abbigliamento";147.6;99
2944;"Prodotto 2844";"Abbigliamento";290.74;52
2945;"Prodotto 2845";"Libri";478.51;60
2946;"Prodotto 2846";"Libri";422.62;35
2947;"Prodotto 2847";"Abbigliamento";278.32;66
2948;"Prodotto 2848";"Abbigliamento";222.71;85
2949;"Prodotto 2849";"Elettronica";119.12;96
2950;"Prodotto 2850";"Elettronica";94.98;91
2951;"Prodotto 2851";"Libri";334.54;31
2952;"Prodotto 2852";"Abbigliamento";36.87;45
2953;"Prodotto 2853";"Elettronica";157.08;20
2954;"Prodotto 2854";"Abbigliamento";34.1;53
2955;"Prodotto 2855";"Elettronica";200.12;80
2956;"Prodotto 2856";"Abbigliamento";315.37;21
2957;"Prodotto 2857";"Libri";299.45;35
2958;"Prodotto 2858";"Libri";329.43;94
2959;"Prodotto 2859";"Abbigliamento";308.34;24
2960;"Prodotto 2860";"Elettronica";398.74;89
2961;"Prodotto 2861";"Elettronica";233.88;89
2962;"Prodotto 2862";"Elettronica";41.03;98
2963;"Prodotto 2863";"Libri";310.75;13
2964;"Prodotto 2864";"Libri";412.89;12
2965;"Prodotto 2865";"Elettronica";415.7;21
2966;"Prodotto 2866";"Abbigliamento";118.0;72
2967;"Prodotto 2867";"Libri";94.3;2
2968;"Prodotto 2868";"Elettronica";180.6;96
2969;"Prodotto 2869";"Abbigliamento";241.41;73
2970;"Prodotto 2870";"Libri";326.86;64
2971;"Prodotto 2871";"Abbigliamento";90.71;98
2972;"Prodotto 2872";"Libri";216.39;44
2973;"Prodotto 2873";"Elettronica";242.56;7
2974;"Prodotto 2874";"Libri";393.82;84
2975;"Prodotto 2875";"Libri";358.96;99
2976;"Prodotto 2876";"Elettronica";47.94;56
2977;"Prodotto 2877";"Abbigliamento";234.92;93
2978;"Prodotto 2878";"Libri";175.09;82
2979;"Prodotto 2879";"Libri";205.76;2
2980;"Prodotto 2880";"Abbigliamento";49.81;73
2981;"Prodotto 2881";"Elettronica";397.3;58
2982;"Prodotto 2882";"Abbigliamento";206.6;34
2983;"Prodotto 2883";"Elettronica";280.46;35
2984;"Prodotto 2884";"Libri";49.96;51
2985;"Prodotto 2885";"Elettronica";464.37;95
2986;"Prodotto 2886";"Abbigliamento";122.91;65
2987;"Prodotto 2887";"Abbigliamento";302.4;12
2988;"Prodotto 2888";"Elettronica";453.25;9
2989;"Prodotto 2889";"Abbigliamento";374.54;13
2990;"Prodotto 2890";"Libri";262.67;82
2991;"Prodotto 2891";"Libri";261.76;57
2992;"Prodotto 2892";"Abbigliamento";116.97;83
2993;"Prodotto 2893";"Abbigliamento";436.18;56
2994;"Prodotto 2894";"Elettronica";382.26;14
2995;"Prodotto 2895";"Libri";120.89;56
2996;"Prodotto 2896";"Abbigliamento";41.07;21
2997;"Prodotto 2897";"Abbigliamento";164.66;99
2998;"Prodotto 2898";"Abbigliamento";35.27;11
2999;"Prodotto 2899";"Elettronica";48.54;57
3000;"Prodotto 2900";"Elettronica";84.36;76
3001;"Prodotto 2901";"Libri";277.5;89
3002;"Prodotto 2902";"Libri";78.61;1
3003;"Prodotto 2903";"Abbigliamento";144.07;47
3004;"Prodotto 2904";"Elettronica";118.79;91
3005;"Prodotto 2905";"Elettronica";40.17;2
3006;"Prodotto 2906";"Abbigliamento";296.82;28
3007;"Prodotto 2907";"Elettronica";88.73;69
3008;"Prodotto 2908";"Libri";74.28;58
3009;"Prodotto 2909";"Elettronica";220.49;47
3010;"Prodotto 2910";"Abbigliamento";235.77;31
3011;"Prodotto 2911";"Elettronica";465.91;41
3012;"Prodotto 2912";"Abbigliamento";125.76;99
3013;"Prodotto 2913";"Elettronica";190.44;13
3014;"Prodotto 2914";"Elettronica";337.65;7
3015;"Prodotto 2915";"Abbigliamento";92.23;60
3016;"Prodotto 2916";"Abbigliamento";345.61;31
3017;"Prodotto 2917";"Elettronica";149.4;67
3018;"Prodotto 2918";"Elettronica";84.64;20
3019;"Prodotto 2919";"Libri";98.49;32
3020;"Prodotto 2920";"Libri";425.24;59
3021;"Prodotto 2921";"Libri";186.27;92
3022;"Prodotto 2922";"Abbigliamento";244.02;28
3023;"Prodotto 2923";"Abbigliamento";420.69;78
3024;"Prodotto 2924";"Abbigliamento";193.4;18
3025;"Prodotto 2925";"Libri";491.18;32
3026;"Prodotto 2926";"Elettronica";405.13;22
3027;"Prodotto 2927";"Elettronica";475.31;86
3028;"Prodotto 2928";"Elettronica";300.27;47
3029;"Prodotto 2929";"Libri";414.84;97
3030;"Prodotto 2930";"Elettronica";61.77;80
3031;"Prodotto 2931";"Abbigliamento";446.23;41
3032;"Prodotto 2932";"Elettronica";471.31;48
3033;"Prodotto 2933";"Libri";357.72;59
3034;"Prodotto 2934";"Elettronica";83.1;11
3035;"Prodotto 2935";"Abbigliamento";468.29;11
3036;"Prodotto 2936";"Elettronica";480.7;54
3037;"Prodotto 2937";"Libri";131.24;7
3038;"Prodotto 2938";"Libri";137.07;64
3039;"Prodotto 2939";"Libri";93.63;60
3040;"Prodotto 2940";"Abbigliamento";168.65;53
3041;"Prodotto 2941";"Abbigliamento";272.56;35
3042;"Prodotto 2942";"Elettronica";89.04;18
3043;"Prodotto 2943";"Abbigliamento";332.53;86
3044;"Prodotto 2944";"Abbigliamento";130.01;2
3045;"Prodotto 2945";"Elettronica";254.34;57
3046;"Prodotto 2946";"Abbigliamento";227.57;69
3047;"Prodotto 2947";"Elettronica";433.56;73
3048;"Prodotto 2948";"Elettronica";245.79;45
3049;"Prodotto 2949";"Abbigliamento";291.24;34
3050;"Prodotto 2950";"Elettronica";416.7;69
3051;"Prodotto 2951";"Elettronica";243.31;13
3052;"Prodotto 2952";"Abbigliamento";267.6;23
3053;"Prodotto 2953";"Elettronica";245.84;37
3054;"Prodotto 2954";"Abbigliamento";476.02;19
3055;"Prodotto 2955";"Elettronica";302.15;46
3056;"Prodotto 2956";"Libri";436.15;99
3057;"Prodotto 2957";"Libri";56.68;84
3058;"Prodotto 2958";"Abbigliamento";106.94;21
3059;"Prodotto 2959";"Libri";31.55;54
3060;"Prodotto 2960";"Abbigliamento";185.86;76
3061;"Prodotto 2961";"Libri";232.1;36
3062;"Prodotto 2962";"Libri";450.37;49
3063;"Prodotto 2963";"Elettronica";466.99;32
3064;"Prodotto 2964";"Libri";123.93;68
3065;"Prodotto 2965";"Abbigliamento";184.46;6
3066;"Prodotto 2966";"Abbigliamento";147.96;7
3067;"Prodotto 2967";"Elettronica";144.68;57
3068;"Prodotto 2968";"Abbigliamento";155.04;9
3069;"Prodotto 2969";"Elettronica";175.55;86
3070;"Prodotto 2970";"Abbigliamento";191.71;63
3071;"Prodotto 2971";"Elettronica";324.71;8
3072;"Prodotto 2972";"Elettronica";440.74;62
3073;"Prodotto 2973";"Abbigliamento";415.43;71
3074;"Prodotto 2974";"Abbigliamento";184.48;31
3075;"Prodotto 2975";"Abbigliamento";104.3;26
3076;"Prodotto 2976";"Elettronica";342.26;40
3077;"Prodotto 2977";"Abbigliamento";235.92;94
3078;"Prodotto 2978";"Elettronica";244.89;65
3079;"Prodotto 2979";"Libri";125.31;91
3080;"Prodotto 2980";"Libri";225.42;78
3081;"Prodotto 2981";"Elettronica";166.92;65
3082;"Prodotto 2982";"Abbigliamento";171.94;61
3083;"Prodotto 2983";"Libri";17.58;73
3084;"Prodotto 2984";"Libri";10.6;78
3085;"Prodotto 2985";"Abbigliamento";245.45;68
3086;"Prodotto 2986";"Libri";148.16;82
3087;"Prodotto 2987";"Libri";404.26;80
