"SpedizioneID";"MetodoSpedizione";"DataSpedizione";"StatusConsegna"
2165;"Corriere Express";"2023-08-10 00:00:00";"Consegna Riuscita"
2166;"Corriere Express";"2023-02-06 00:00:00";"In Consegna"
2167;"Corriere Express";"2023-06-28 00:00:00";"Consegna Riuscita"
2168;"Posta Prioritaria";"2023-07-18 00:00:00";"Consegna Riuscita"
2169;"Corriere Express";"2023-01-11 00:00:00";"Consegna Riuscita"
2170;"Corriere Express";"2023-07-05 00:00:00";"Consegna Riuscita"
2171;"Corriere Express";"2023-06-02 00:00:00";"In Consegna"
2172;"Posta Prioritaria";"2023-02-19 00:00:00";"In Consegna"
2173;"Posta Prioritaria";"2023-11-12 00:00:00";"In Consegna"
2174;"Posta Prioritaria";"2023-12-15 00:00:00";"In Consegna"
2175;"Corriere Express";"2023-12-30 00:00:00";"Consegna Riuscita"
2176;"Corriere Express";"2023-02-08 00:00:00";"Consegna Riuscita"
2177;"Posta Prioritaria";"2023-01-24 00:00:00";"In Consegna"
2178;"Posta Prioritaria";"2023-12-13 00:00:00";"Consegna Riuscita"
2179;"Posta Prioritaria";"2023-03-07 00:00:00";"In Consegna"
2180;"Posta Prioritaria";"2023-05-31 00:00:00";"In Consegna"
2181;"Corriere Express";"2023-02-01 00:00:00";"In Consegna"
2182;"Posta Prioritaria";"2023-01-04 00:00:00";"Consegna Riuscita"
2183;"Corriere Express";"2023-04-16 00:00:00";"Consegna Riuscita"
2184;"Posta Prioritaria";"2023-10-01 00:00:00";"In Consegna"
2185;"Posta Prioritaria";"2023-11-20 00:00:00";"In Consegna"
2186;"Posta Prioritaria";"2023-02-24 00:00:00";"Consegna Riuscita"
2187;"Corriere Express";"2023-08-09 00:00:00";"In Consegna"
2188;"Posta Prioritaria";"2023-02-21 00:00:00";"Consegna Riuscita"
2189;"Posta Prioritaria";"2023-06-27 00:00:00";"Consegna Riuscita"
2190;"Posta Prioritaria";"2023-01-04 00:00:00";"In Consegna"
2191;"Posta Prioritaria";"2023-11-07 00:00:00";"In Consegna"
2192;"Posta Prioritaria";"2023-02-23 00:00:00";"Consegna Riuscita"
2193;"Posta Prioritaria";"2023-08-31 00:00:00";"Consegna Riuscita"
2194;"Posta Prioritaria";"2023-08-07 00:00:00";"In Consegna"
2195;"Posta Prioritaria";"2023-11-21 00:00:00";"Consegna Riuscita"
2196;"Corriere Express";"2023-01-17 00:00:00";"In Consegna"
2197;"Posta Prioritaria";"2023-08-09 00:00:00";"In Consegna"
2198;"Posta Prioritaria";"2023-07-06 00:00:00";"In Consegna"
2199;"Posta Prioritaria";"2023-01-20 00:00:00";"Consegna Riuscita"
2200;"Posta Prioritaria";"2023-11-14 00:00:00";"In Consegna"
2201;"Posta Prioritaria";"2023-02-07 00:00:00";"Consegna Riuscita"
2202;"Corriere Express";"2023-05-18 00:00:00";"Consegna Riuscita"
2203;"Corriere Express";"2023-08-29 00:00:00";"Consegna Riuscita"
2204;"Corriere Express";"2023-04-14 00:00:00";"In Consegna"
2205;"Corriere Express";"2023-12-01 00:00:00";"Consegna Riuscita"
2206;"Posta Prioritaria";"2023-04-23 00:00:00";"In Consegna"
2207;"Corriere Express";"2023-11-26 00:00:00";"In Consegna"
2208;"Posta Prioritaria";"2023-01-27 00:00:00";"Consegna Riuscita"
2209;"Corriere Express";"2023-05-27 00:00:00";"Consegna Riuscita"
2210;"Posta Prioritaria";"2023-12-18 00:00:00";"Consegna Riuscita"
2211;"Corriere Express";"2023-07-20 00:00:00";"In Consegna"
2212;"Corriere Express";"2023-03-22 00:00:00";"In Consegna"
2213;"Corriere Express";"2023-03-16 00:00:00";"In Consegna"
2214;"Posta Prioritaria";"2023-02-04 00:00:00";"Consegna Riuscita"
2215;"Corriere Express";"2023-03-24 00:00:00";"In Consegna"
2216;"Corriere Express";"2023-06-11 00:00:00";"Consegna Riuscita"
2217;"Posta Prioritaria";"2023-04-12 00:00:00";"In Consegna"
2218;"Corriere Express";"2023-09-28 00:00:00";"In Consegna"
2219;"Posta Prioritaria";"2023-06-15 00:00:00";"In Consegna"
2220;"Posta Prioritaria";"2023-08-05 00:00:00";"In Consegna"
2221;"Corriere Express";"2023-08-23 00:00:00";"In Consegna"
2222;"Posta Prioritaria";"2023-05-01 00:00:00";"Consegna Riuscita"
2223;"Corriere Express";"2023-12-17 00:00:00";"Consegna Riuscita"
2224;"Posta Prioritaria";"2023-08-22 00:00:00";"Consegna Riuscita"
2225;"Posta Prioritaria";"2023-05-18 00:00:00";"In Consegna"
2226;"Corriere Express";"2023-05-30 00:00:00";"In Consegna"
2227;"Posta Prioritaria";"2023-07-04 00:00:00";"In Consegna"
2228;"Corriere Express";"2023-09-21 00:00:00";"In Consegna"
2229;"Corriere Express";"2023-09-18 00:00:00";"Consegna Riuscita"
2230;"Corriere Express";"2023-05-07 00:00:00";"Consegna Riuscita"
2231;"Corriere Express";"2023-03-16 00:00:00";"Consegna Riuscita"
2232;"Posta Prioritaria";"2023-04-02 00:00:00";"In Consegna"
2233;"Posta Prioritaria";"2023-04-08 00:00:00";"In Consegna"
2234;"Posta Prioritaria";"2023-08-29 00:00:00";"Consegna Riuscita"
2235;"Corriere Express";"2023-09-03 00:00:00";"Consegna Riuscita"
2236;"Posta Prioritaria";"2023-09-25 00:00:00";"In Consegna"
2237;"Posta Prioritaria";"2023-12-09 00:00:00";"Consegna Riuscita"
2238;"Posta Prioritaria";"2023-02-07 00:00:00";"Consegna Riuscita"
2239;"Posta Prioritaria";"2023-11-26 00:00:00";"In Consegna"
2240;"Corriere Express";"2023-05-07 00:00:00";"In Consegna"
2241;"Corriere Express";"2023-03-16 00:00:00";"Consegna Riuscita"
2242;"Corriere Express";"2023-09-07 00:00:00";"Consegna Riuscita"
2243;"Corriere Express";"2023-04-23 00:00:00";"In Consegna"
2244;"Corriere Express";"2023-02-27 00:00:00";"Consegna Riuscita"
2245;"Corriere Express";"2023-06-24 00:00:00";"Consegna Riuscita"
2246;"Posta Prioritaria";"2023-04-27 00:00:00";"In Consegna"
2247;"Posta Prioritaria";"2023-12-14 00:00:00";"In Consegna"
2248;"Posta Prioritaria";"2023-02-02 00:00:00";"Consegna Riuscita"
2249;"Posta Prioritaria";"2023-05-07 00:00:00";"In Consegna"
2250;"Corriere Express";"2023-11-13 00:00:00";"Consegna Riuscita"
2251;"Posta Prioritaria";"2023-07-15 00:00:00";"In Consegna"
2252;"Corriere Express";"2023-05-18 00:00:00";"Consegna Riuscita"
2253;"Corriere Express";"2023-10-28 00:00:00";"Consegna Riuscita"
2254;"Posta Prioritaria";"2023-01-02 00:00:00";"Consegna Riuscita"
2255;"Corriere Express";"2023-11-30 00:00:00";"In Consegna"
2256;"Corriere Express";"2023-06-15 00:00:00";"Consegna Riuscita"
2257;"Posta Prioritaria";"2023-01-11 00:00:00";"In Consegna"
2258;"Corriere Express";"2023-07-19 00:00:00";"In Consegna"
2259;"Posta Prioritaria";"2023-05-21 00:00:00";"In Consegna"
2260;"Posta Prioritaria";"2023-06-12 00:00:00";"Consegna Riuscita"
2261;"Posta Prioritaria";"2023-05-16 00:00:00";"Consegna Riuscita"
2262;"Corriere Express";"2023-03-17 00:00:00";"Consegna Riuscita"
2263;"Corriere Express";"2023-12-19 00:00:00";"In Consegna"
2264;"Corriere Express";"2023-04-11 00:00:00";"In Consegna"
2265;"Corriere Express";"2023-07-20 00:00:00";"Consegna Riuscita"
2266;"Posta Prioritaria";"2023-11-09 00:00:00";"In Consegna"
2267;"Posta Prioritaria";"2023-01-28 00:00:00";"In Consegna"
2268;"Posta Prioritaria";"2023-04-28 00:00:00";"Consegna Riuscita"
2269;"Corriere Express";"2023-09-19 00:00:00";"In Consegna"
2270;"Posta Prioritaria";"2023-08-07 00:00:00";"In Consegna"
2271;"Posta Prioritaria";"2023-10-08 00:00:00";"Consegna Riuscita"
2272;"Posta Prioritaria";"2023-11-16 00:00:00";"Consegna Riuscita"
2273;"Posta Prioritaria";"2023-10-25 00:00:00";"Consegna Riuscita"
2274;"Corriere Express";"2023-06-18 00:00:00";"In Consegna"
2275;"Posta Prioritaria";"2023-04-17 00:00:00";"In Consegna"
2276;"Posta Prioritaria";"2023-06-18 00:00:00";"In Consegna"
2277;"Corriere Express";"2023-01-22 00:00:00";"Consegna Riuscita"
2278;"Posta Prioritaria";"2023-09-25 00:00:00";"Consegna Riuscita"
2279;"Corriere Express";"2023-08-23 00:00:00";"In Consegna"
2280;"Corriere Express";"2023-08-14 00:00:00";"In Consegna"
2281;"Posta Prioritaria";"2023-05-04 00:00:00";"In Consegna"
2282;"Corriere Express";"2023-12-13 00:00:00";"Consegna Riuscita"
2283;"Posta Prioritaria";"2023-01-28 00:00:00";"In Consegna"
2284;"Posta Prioritaria";"2023-02-01 00:00:00";"In Consegna"
2285;"Corriere Express";"2023-12-11 00:00:00";"Consegna Riuscita"
2286;"Corriere Express";"2023-03-30 00:00:00";"In Consegna"
2287;"Posta Prioritaria";"2023-09-14 00:00:00";"In Consegna"
2288;"Posta Prioritaria";"2023-05-07 00:00:00";"In Consegna"
2289;"Posta Prioritaria";"2023-03-06 00:00:00";"In Consegna"
2290;"Corriere Express";"2023-01-02 00:00:00";"In Consegna"
2291;"Posta Prioritaria";"2023-10-28 00:00:00";"Consegna Riuscita"
2292;"Corriere Express";"2023-10-04 00:00:00";"In Consegna"
2293;"Corriere Express";"2023-11-30 00:00:00";"Consegna Riuscita"
2294;"Posta Prioritaria";"2023-09-12 00:00:00";"In Consegna"
2295;"Corriere Express";"2023-08-24 00:00:00";"In Consegna"
2296;"Corriere Express";"2023-03-25 00:00:00";"Consegna Riuscita"
2297;"Corriere Express";"2023-10-21 00:00:00";"Consegna Riuscita"
2298;"Corriere Express";"2023-10-08 00:00:00";"Consegna Riuscita"
2299;"Posta Prioritaria";"2023-07-24 00:00:00";"Consegna Riuscita"
2300;"Corriere Express";"2023-02-11 00:00:00";"In Consegna"
2301;"Corriere Express";"2023-01-03 00:00:00";"Consegna Riuscita"
2302;"Corriere Express";"2023-03-04 00:00:00";"Consegna Riuscita"
2303;"Corriere Express";"2023-09-16 00:00:00";"Consegna Riuscita"
2304;"Posta Prioritaria";"2023-08-25 00:00:00";"Consegna Riuscita"
2305;"Posta Prioritaria";"2023-07-18 00:00:00";"In Consegna"
2306;"Corriere Express";"2023-05-27 00:00:00";"Consegna Riuscita"
2307;"Corriere Express";"2023-09-12 00:00:00";"In Consegna"
2308;"Corriere Express";"2023-02-17 00:00:00";"In Consegna"
2309;"Posta Prioritaria";"2023-02-06 00:00:00";"Consegna Riuscita"
2310;"Posta Prioritaria";"2023-01-11 00:00:00";"Consegna Riuscita"
2311;"Corriere Express";"2023-01-29 00:00:00";"Consegna Riuscita"
2312;"Corriere Express";"2023-04-16 00:00:00";"Consegna Riuscita"
2313;"Corriere Express";"2023-11-08 00:00:00";"In Consegna"
2314;"Posta Prioritaria";"2023-10-23 00:00:00";"In Consegna"
2315;"Posta Prioritaria";"2023-10-19 00:00:00";"Consegna Riuscita"
2316;"Corriere Express";"2023-03-26 00:00:00";"Consegna Riuscita"
2317;"Corriere Express";"2023-02-12 00:00:00";"Consegna Riuscita"
2318;"Posta Prioritaria";"2023-04-08 00:00:00";"In Consegna"
2319;"Posta Prioritaria";"2023-01-07 00:00:00";"In Consegna"
2320;"Corriere Express";"2023-10-11 00:00:00";"In Consegna"
2321;"Posta Prioritaria";"2023-10-24 00:00:00";"In Consegna"
2322;"Corriere Express";"2023-12-13 00:00:00";"In Consegna"
2323;"Corriere Express";"2023-01-25 00:00:00";"In Consegna"
2324;"Corriere Express";"2023-01-14 00:00:00";"Consegna Riuscita"
2325;"Posta Prioritaria";"2023-04-07 00:00:00";"In Consegna"
2326;"Corriere Express";"2023-07-17 00:00:00";"Consegna Riuscita"
2327;"Posta Prioritaria";"2023-06-20 00:00:00";"Consegna Riuscita"
2328;"Posta Prioritaria";"2023-03-14 00:00:00";"In Consegna"
2329;"Posta Prioritaria";"2023-12-29 00:00:00";"Consegna Riuscita"
2330;"Posta Prioritaria";"2023-01-03 00:00:00";"Consegna Riuscita"
2331;"Corriere Express";"2023-04-08 00:00:00";"Consegna Riuscita"
2332;"Corriere Express";"2023-05-23 00:00:00";"Consegna Riuscita"
2333;"Corriere Express";"2023-06-26 00:00:00";"In Consegna"
2334;"Corriere Express";"2023-07-27 00:00:00";"In Consegna"
2335;"Posta Prioritaria";"2023-04-10 00:00:00";"Consegna Riuscita"
2336;"Corriere Express";"2023-07-07 00:00:00";"Consegna Riuscita"
2337;"Corriere Express";"2023-10-22 00:00:00";"Consegna Riuscita"
2338;"Corriere Express";"2023-09-09 00:00:00";"Consegna Riuscita"
2339;"Corriere Express";"2023-12-05 00:00:00";"In Consegna"
2340;"Posta Prioritaria";"2023-04-17 00:00:00";"In Consegna"
2341;"Posta Prioritaria";"2023-11-21 00:00:00";"Consegna Riuscita"
2342;"Corriere Express";"2023-06-05 00:00:00";"Consegna Riuscita"
2343;"Corriere Express";"2023-04-16 00:00:00";"In Consegna"
2344;"Corriere Express";"2023-05-27 00:00:00";"Consegna Riuscita"
2345;"Corriere Express";"2023-10-25 00:00:00";"In Consegna"
2346;"Corriere Express";"2023-06-09 00:00:00";"In Consegna"
2347;"Corriere Express";"2023-03-09 00:00:00";"In Consegna"
2348;"Posta Prioritaria";"2023-05-29 00:00:00";"Consegna Riuscita"
2349;"Posta Prioritaria";"2023-02-18 00:00:00";"In Consegna"
2350;"Corriere Express";"2023-07-23 00:00:00";"Consegna Riuscita"
2351;"Corriere Express";"2023-05-12 00:00:00";"In Consegna"
2352;"Corriere Express";"2023-09-01 00:00:00";"Consegna Riuscita"
2353;"Corriere Express";"2023-01-24 00:00:00";"In Consegna"
2354;"Corriere Express";"2023-08-31 00:00:00";"Consegna Riuscita"
2355;"Posta Prioritaria";"2023-09-07 00:00:00";"Consegna Riuscita"
2356;"Posta Prioritaria";"2023-10-27 00:00:00";"In Consegna"
2357;"Corriere Express";"2023-09-09 00:00:00";"Consegna Riuscita"
2358;"Posta Prioritaria";"2023-09-11 00:00:00";"In Consegna"
2359;"Posta Prioritaria";"2023-08-25 00:00:00";"In Consegna"
2360;"Posta Prioritaria";"2023-09-15 00:00:00";"Consegna Riuscita"
2361;"Corriere Express";"2023-06-09 00:00:00";"Consegna Riuscita"
2362;"Corriere Express";"2023-01-28 00:00:00";"In Consegna"
2363;"Posta Prioritaria";"2023-11-24 00:00:00";"Consegna Riuscita"
2364;"Posta Prioritaria";"2023-03-21 00:00:00";"In Consegna"
2365;"Corriere Express";"2023-08-11 00:00:00";"Consegna Riuscita"
2366;"Posta Prioritaria";"2023-12-09 00:00:00";"Consegna Riuscita"
2367;"Corriere Express";"2023-01-05 00:00:00";"In Consegna"
2368;"Corriere Express";"2023-01-26 00:00:00";"In Consegna"
2369;"Posta Prioritaria";"2023-07-12 00:00:00";"Consegna Riuscita"
2370;"Corriere Express";"2023-07-18 00:00:00";"In Consegna"
2371;"Corriere Express";"2023-07-23 00:00:00";"Consegna Riuscita"
2372;"Corriere Express";"2023-10-15 00:00:00";"In Consegna"
2373;"Corriere Express";"2023-05-08 00:00:00";"Consegna Riuscita"
2374;"Posta Prioritaria";"2023-01-05 00:00:00";"In Consegna"
2375;"Posta Prioritaria";"2023-11-28 00:00:00";"In Consegna"
2376;"Posta Prioritaria";"2023-03-14 00:00:00";"In Consegna"
2377;"Corriere Express";"2023-10-23 00:00:00";"In Consegna"
2378;"Posta Prioritaria";"2023-11-08 00:00:00";"Consegna Riuscita"
2379;"Corriere Express";"2023-09-28 00:00:00";"In Consegna"
2380;"Posta Prioritaria";"2023-09-06 00:00:00";"Consegna Riuscita"
2381;"Corriere Express";"2023-07-12 00:00:00";"In Consegna"
2382;"Corriere Express";"2023-01-09 00:00:00";"Consegna Riuscita"
2383;"Corriere Express";"2023-07-14 00:00:00";"Consegna Riuscita"
2384;"Posta Prioritaria";"2023-01-04 00:00:00";"In Consegna"
2385;"Corriere Express";"2023-05-10 00:00:00";"Consegna Riuscita"
2386;"Corriere Express";"2023-11-03 00:00:00";"Consegna Riuscita"
2387;"Corriere Express";"2023-12-25 00:00:00";"Consegna Riuscita"
2388;"Posta Prioritaria";"2023-12-18 00:00:00";"Consegna Riuscita"
2389;"Corriere Express";"2023-11-27 00:00:00";"In Consegna"
2390;"Posta Prioritaria";"2023-08-12 00:00:00";"Consegna Riuscita"
2391;"Corriere Express";"2023-11-16 00:00:00";"In Consegna"
2392;"Corriere Express";"2023-04-24 00:00:00";"Consegna Riuscita"
2393;"Posta Prioritaria";"2023-07-11 00:00:00";"Consegna Riuscita"
2394;"Corriere Express";"2023-08-30 00:00:00";"Consegna Riuscita"
2395;"Posta Prioritaria";"2023-06-26 00:00:00";"Consegna Riuscita"
2396;"Posta Prioritaria";"2023-02-24 00:00:00";"In Consegna"
2397;"Corriere Express";"2023-11-13 00:00:00";"Consegna Riuscita"
2398;"Posta Prioritaria";"2023-04-02 00:00:00";"In Consegna"
2399;"Corriere Express";"2023-03-06 00:00:00";"In Consegna"
2400;"Posta Prioritaria";"2023-06-30 00:00:00";"Consegna Riuscita"
2401;"Corriere Express";"2023-05-14 00:00:00";"Consegna Riuscita"
2402;"Posta Prioritaria";"2023-09-24 00:00:00";"In Consegna"
2403;"Corriere Express";"2023-03-09 00:00:00";"In Consegna"
2404;"Corriere Express";"2023-05-05 00:00:00";"In Consegna"
2405;"Corriere Express";"2023-10-19 00:00:00";"Consegna Riuscita"
2406;"Corriere Express";"2023-10-26 00:00:00";"In Consegna"
2407;"Posta Prioritaria";"2023-05-22 00:00:00";"Consegna Riuscita"
2408;"Corriere Express";"2023-10-23 00:00:00";"In Consegna"
2409;"Posta Prioritaria";"2023-03-11 00:00:00";"In Consegna"
2410;"Posta Prioritaria";"2023-11-28 00:00:00";"In Consegna"
2411;"Corriere Express";"2023-03-24 00:00:00";"In Consegna"
2412;"Corriere Express";"2023-09-12 00:00:00";"In Consegna"
2413;"Posta Prioritaria";"2023-05-18 00:00:00";"Consegna Riuscita"
2414;"Posta Prioritaria";"2023-08-02 00:00:00";"In Consegna"
2415;"Corriere Express";"2023-06-17 00:00:00";"In Consegna"
2416;"Corriere Express";"2023-01-28 00:00:00";"In Consegna"
2417;"Corriere Express";"2023-03-24 00:00:00";"In Consegna"
2418;"Posta Prioritaria";"2023-09-26 00:00:00";"Consegna Riuscita"
2419;"Corriere Express";"2023-03-19 00:00:00";"In Consegna"
2420;"Corriere Express";"2023-12-14 00:00:00";"In Consegna"
2421;"Posta Prioritaria";"2023-05-01 00:00:00";"Consegna Riuscita"
2422;"Corriere Express";"2023-11-23 00:00:00";"In Consegna"
2423;"Posta Prioritaria";"2023-03-31 00:00:00";"Consegna Riuscita"
2424;"Corriere Express";"2023-01-12 00:00:00";"In Consegna"
2425;"Posta Prioritaria";"2023-07-06 00:00:00";"In Consegna"
2426;"Posta Prioritaria";"2023-01-28 00:00:00";"Consegna Riuscita"
2427;"Posta Prioritaria";"2023-08-19 00:00:00";"In Consegna"
2428;"Posta Prioritaria";"2023-07-22 00:00:00";"In Consegna"
2429;"Corriere Express";"2023-02-15 00:00:00";"In Consegna"
2430;"Corriere Express";"2023-05-30 00:00:00";"Consegna Riuscita"
2431;"Corriere Express";"2023-01-11 00:00:00";"In Consegna"
2432;"Posta Prioritaria";"2023-08-02 00:00:00";"Consegna Riuscita"
2433;"Posta Prioritaria";"2023-06-13 00:00:00";"In Consegna"
2434;"Corriere Express";"2023-04-09 00:00:00";"In Consegna"
2435;"Corriere Express";"2023-02-15 00:00:00";"Consegna Riuscita"
2436;"Corriere Express";"2023-09-29 00:00:00";"In Consegna"
2437;"Posta Prioritaria";"2023-10-29 00:00:00";"Consegna Riuscita"
2438;"Posta Prioritaria";"2023-10-04 00:00:00";"Consegna Riuscita"
2439;"Posta Prioritaria";"2023-06-04 00:00:00";"In Consegna"
2440;"Posta Prioritaria";"2023-06-13 00:00:00";"In Consegna"
2441;"Posta Prioritaria";"2023-10-04 00:00:00";"In Consegna"
2442;"Posta Prioritaria";"2023-08-09 00:00:00";"Consegna Riuscita"
2443;"Corriere Express";"2023-03-24 00:00:00";"In Consegna"
2444;"Posta Prioritaria";"2023-06-10 00:00:00";"Consegna Riuscita"
2445;"Posta Prioritaria";"2023-02-18 00:00:00";"Consegna Riuscita"
2446;"Posta Prioritaria";"2023-06-07 00:00:00";"Consegna Riuscita"
2447;"Corriere Express";"2023-08-18 00:00:00";"In Consegna"
2448;"Posta Prioritaria";"2023-09-01 00:00:00";"In Consegna"
2449;"Corriere Express";"2023-04-27 00:00:00";"Consegna Riuscita"
2450;"Posta Prioritaria";"2023-07-13 00:00:00";"In Consegna"
2451;"Posta Prioritaria";"2023-06-09 00:00:00";"Consegna Riuscita"
2452;"Posta Prioritaria";"2023-01-08 00:00:00";"Consegna Riuscita"
2453;"Posta Prioritaria";"2023-04-16 00:00:00";"Consegna Riuscita"
2454;"Posta Prioritaria";"2023-03-05 00:00:00";"Consegna Riuscita"
2455;"Corriere Express";"2023-10-20 00:00:00";"Consegna Riuscita"
2456;"Corriere Express";"2023-01-03 00:00:00";"Consegna Riuscita"
2457;"Posta Prioritaria";"2023-05-01 00:00:00";"In Consegna"
2458;"Corriere Express";"2023-12-29 00:00:00";"In Consegna"
2459;"Posta Prioritaria";"2023-06-08 00:00:00";"Consegna Riuscita"
2460;"Posta Prioritaria";"2023-04-06 00:00:00";"Consegna Riuscita"
2461;"Posta Prioritaria";"2023-05-04 00:00:00";"Consegna Riuscita"
2462;"Posta Prioritaria";"2023-01-11 00:00:00";"Consegna Riuscita"
2463;"Corriere Express";"2023-11-05 00:00:00";"In Consegna"
2464;"Posta Prioritaria";"2023-11-08 00:00:00";"Consegna Riuscita"
2465;"Posta Prioritaria";"2023-01-03 00:00:00";"In Consegna"
2466;"Posta Prioritaria";"2023-01-31 00:00:00";"In Consegna"
2467;"Posta Prioritaria";"2023-06-14 00:00:00";"In Consegna"
2468;"Posta Prioritaria";"2023-02-21 00:00:00";"Consegna Riuscita"
2469;"Corriere Express";"2023-02-16 00:00:00";"In Consegna"
2470;"Posta Prioritaria";"2023-05-11 00:00:00";"Consegna Riuscita"
2471;"Corriere Express";"2023-06-21 00:00:00";"In Consegna"
2472;"Posta Prioritaria";"2023-10-07 00:00:00";"Consegna Riuscita"
2473;"Corriere Express";"2023-05-25 00:00:00";"In Consegna"
2474;"Corriere Express";"2023-10-08 00:00:00";"In Consegna"
2475;"Posta Prioritaria";"2023-11-27 00:00:00";"Consegna Riuscita"
2476;"Posta Prioritaria";"2023-07-06 00:00:00";"In Consegna"
2477;"Posta Prioritaria";"2023-03-24 00:00:00";"Consegna Riuscita"
2478;"Posta Prioritaria";"2023-07-15 00:00:00";"In Consegna"
2479;"Posta Prioritaria";"2023-07-29 00:00:00";"In Consegna"
2480;"Posta Prioritaria";"2023-10-27 00:00:00";"In Consegna"
2481;"Posta Prioritaria";"2023-12-21 00:00:00";"Consegna Riuscita"
2482;"Posta Prioritaria";"2023-11-17 00:00:00";"Consegna Riuscita"
2483;"Posta Prioritaria";"2023-09-03 00:00:00";"Consegna Riuscita"
2484;"Posta Prioritaria";"2023-07-27 00:00:00";"In Consegna"
2485;"Corriere Express";"2023-11-08 00:00:00";"In Consegna"
2486;"Corriere Express";"2023-12-19 00:00:00";"Consegna Riuscita"
2487;"Corriere Express";"2023-04-16 00:00:00";"In Consegna"
2488;"Posta Prioritaria";"2023-12-10 00:00:00";"In Consegna"
2489;"Corriere Express";"2023-01-26 00:00:00";"Consegna Riuscita"
2490;"Posta Prioritaria";"2023-03-22 00:00:00";"In Consegna"
2491;"Posta Prioritaria";"2023-11-04 00:00:00";"Consegna Riuscita"
2492;"Corriere Express";"2023-01-21 00:00:00";"Consegna Riuscita"
2493;"Corriere Express";"2023-03-24 00:00:00";"Consegna Riuscita"
2494;"Posta Prioritaria";"2023-11-10 00:00:00";"Consegna Riuscita"
2495;"Corriere Express";"2023-06-06 00:00:00";"Consegna Riuscita"
2496;"Corriere Express";"2023-07-17 00:00:00";"In Consegna"
2497;"Posta Prioritaria";"2023-06-06 00:00:00";"Consegna Riuscita"
2498;"Posta Prioritaria";"2023-03-07 00:00:00";"Consegna Riuscita"
2499;"Posta Prioritaria";"2023-01-16 00:00:00";"In Consegna"
2500;"Posta Prioritaria";"2023-05-17 00:00:00";"Consegna Riuscita"
2501;"Posta Prioritaria";"2023-05-06 00:00:00";"In Consegna"
2502;"Corriere Express";"2023-01-10 00:00:00";"Consegna Riuscita"
2503;"Corriere Express";"2023-10-06 00:00:00";"In Consegna"
2504;"Posta Prioritaria";"2023-07-05 00:00:00";"In Consegna"
2505;"Posta Prioritaria";"2023-03-25 00:00:00";"In Consegna"
2506;"Corriere Express";"2023-10-11 00:00:00";"In Consegna"
2507;"Corriere Express";"2023-12-30 00:00:00";"Consegna Riuscita"
2508;"Corriere Express";"2023-03-20 00:00:00";"Consegna Riuscita"
2509;"Posta Prioritaria";"2023-03-08 00:00:00";"Consegna Riuscita"
2510;"Posta Prioritaria";"2023-08-20 00:00:00";"Consegna Riuscita"
2511;"Corriere Express";"2023-05-28 00:00:00";"Consegna Riuscita"
2512;"Corriere Express";"2023-10-03 00:00:00";"In Consegna"
2513;"Posta Prioritaria";"2023-06-22 00:00:00";"Consegna Riuscita"
2514;"Corriere Express";"2023-12-19 00:00:00";"In Consegna"
2515;"Posta Prioritaria";"2023-08-03 00:00:00";"Consegna Riuscita"
2516;"Posta Prioritaria";"2023-11-15 00:00:00";"Consegna Riuscita"
2517;"Posta Prioritaria";"2023-02-06 00:00:00";"Consegna Riuscita"
2518;"Corriere Express";"2023-12-31 00:00:00";"Consegna Riuscita"
2519;"Corriere Express";"2023-04-04 00:00:00";"Consegna Riuscita"
2520;"Posta Prioritaria";"2023-03-02 00:00:00";"In Consegna"
2521;"Corriere Express";"2023-01-30 00:00:00";"In Consegna"
2522;"Posta Prioritaria";"2023-03-08 00:00:00";"Consegna Riuscita"
2523;"Posta Prioritaria";"2023-08-30 00:00:00";"In Consegna"
2524;"Corriere Express";"2023-12-05 00:00:00";"Consegna Riuscita"
2525;"Posta Prioritaria";"2023-03-25 00:00:00";"In Consegna"
2526;"Posta Prioritaria";"2023-10-24 00:00:00";"Consegna Riuscita"
2527;"Posta Prioritaria";"2023-09-23 00:00:00";"Consegna Riuscita"
2528;"Posta Prioritaria";"2023-10-24 00:00:00";"In Consegna"
2529;"Corriere Express";"2023-10-04 00:00:00";"Consegna Riuscita"
2530;"Corriere Express";"2023-07-13 00:00:00";"Consegna Riuscita"
2531;"Posta Prioritaria";"2023-03-14 00:00:00";"In Consegna"
2532;"Corriere Express";"2023-05-13 00:00:00";"Consegna Riuscita"
2533;"Corriere Express";"2023-05-20 00:00:00";"Consegna Riuscita"
2534;"Posta Prioritaria";"2023-06-21 00:00:00";"In Consegna"
2535;"Corriere Express";"2023-06-18 00:00:00";"In Consegna"
2536;"Posta Prioritaria";"2023-01-21 00:00:00";"In Consegna"
2537;"Corriere Express";"2023-08-13 00:00:00";"In Consegna"
2538;"Posta Prioritaria";"2023-08-21 00:00:00";"Consegna Riuscita"
2539;"Posta Prioritaria";"2023-08-26 00:00:00";"In Consegna"
2540;"Posta Prioritaria";"2023-03-25 00:00:00";"Consegna Riuscita"
2541;"Corriere Express";"2023-03-21 00:00:00";"Consegna Riuscita"
2542;"Corriere Express";"2023-10-16 00:00:00";"In Consegna"
2543;"Corriere Express";"2023-04-04 00:00:00";"In Consegna"
2544;"Corriere Express";"2023-09-25 00:00:00";"Consegna Riuscita"
2545;"Posta Prioritaria";"2023-02-05 00:00:00";"In Consegna"
2546;"Posta Prioritaria";"2023-11-23 00:00:00";"Consegna Riuscita"
